,model,clip,predicted,dylan_label,ellie_label,r1,r2,r3,r4,r5,r6,r7,r8,r9,r10,r11,r12,r13,r14
395,spatial_unsup,3_1b_task6 39196-39646,OPEN,n,n,OPEN=0.9589,GET=0.9410,THROW=0.9237,TAKE=0.9185,EAT=0.9074,PICK=0.8889,GO=0.8885,WALK=0.8872,PLAY=0.8845,HOLD=0.8708,PUT=0.8622,WASH=0.8560,DROP=0.8401,GIVE=0.7639
396,cnn_unsup,3_1b_task6 39196-39646,THROW,n,n,THROW=0.9927,GIVE=0.9922,OPEN=0.9902,DROP=0.9899,PUT=0.9894,PLAY=0.9890,EAT=0.9890,TAKE=0.9884,PICK=0.9883,GO=0.9878,HOLD=0.9868,GET=0.9810,WASH=0.9790,WALK=0.9771
397,spatial_sup,3_1b_task6 39196-39646,WASH,n,n,WASH=0.5392,TAKE=0.5169,GO=0.2437,HOLD=0.2188,THROW=0.1771,GET=0.1693,OPEN=0.0904,GIVE=0.0545,EAT=-0.0842,PLAY=-0.1774,PICK=-0.2374,DROP=-0.2981,PUT=-0.3799,WALK=-0.3837
398,cnn_sup,3_1b_task6 39196-39646,WALK,n,n,WASH=0.5392,TAKE=0.5169,GO=0.2437,HOLD=0.2188,THROW=0.1771,GET=0.1693,OPEN=0.0904,GIVE=0.0545,EAT=-0.0842,PLAY=-0.1774,PICK=-0.2374,DROP=-0.2981,PUT=-0.3799,WALK=-0.3837
399,rand,3_1b_task6 39196-39646,OPEN,n,n,,,,,,,,,,,,,,
400,spatial_unsup,3_1b_task6 39646-40096,OPEN,n,n,OPEN=0.9804,GET=0.9607,THROW=0.9523,TAKE=0.9503,EAT=0.9380,WALK=0.9246,PICK=0.9184,GO=0.9141,HOLD=0.9108,PLAY=0.9030,WASH=0.8980,PUT=0.8930,DROP=0.8688,GIVE=0.8235
401,cnn_unsup,3_1b_task6 39646-40096,GIVE,n,n,GIVE=0.9946,OPEN=0.9930,THROW=0.9928,PLAY=0.9899,DROP=0.9894,PUT=0.9887,EAT=0.9885,GO=0.9883,TAKE=0.9882,PICK=0.9879,HOLD=0.9869,GET=0.9810,WASH=0.9786,WALK=0.9765
402,spatial_sup,3_1b_task6 39646-40096,WASH,n,n,WASH=0.5559,TAKE=0.3507,GO=0.1719,GIVE=0.1712,GET=0.1415,HOLD=0.0683,EAT=0.0064,PLAY=-0.0012,OPEN=-0.0225,THROW=-0.0667,PUT=-0.1008,DROP=-0.1978,WALK=-0.3479,PICK=-0.4494
403,cnn_sup,3_1b_task6 39646-40096,EAT,n,n,WASH=0.5559,TAKE=0.3507,GO=0.1719,GIVE=0.1712,GET=0.1415,HOLD=0.0683,EAT=0.0064,PLAY=-0.0012,OPEN=-0.0225,THROW=-0.0667,PUT=-0.1008,DROP=-0.1978,WALK=-0.3479,PICK=-0.4494
404,rand,3_1b_task6 39646-40096,PICK,y,y,,,,,,,,,,,,,,
405,spatial_unsup,3_1b_task6 40096-40546,WALK,n,n,WALK=0.8365,THROW=0.8283,HOLD=0.8052,GET=0.7978,GO=0.7978,DROP=0.7921,OPEN=0.7908,TAKE=0.7871,PICK=0.7855,EAT=0.7823,PLAY=0.7801,WASH=0.7719,PUT=0.7429,GIVE=0.6357
406,cnn_unsup,3_1b_task6 40096-40546,GIVE,n,n,GIVE=0.9962,OPEN=0.9926,THROW=0.9921,DROP=0.9916,GO=0.9903,PLAY=0.9899,PUT=0.9898,EAT=0.9898,TAKE=0.9895,PICK=0.9894,HOLD=0.9891,GET=0.9830,WASH=0.9812,WALK=0.9783
407,spatial_sup,3_1b_task6 40096-40546,WASH,n,n,WASH=0.5622,GET=0.4182,WALK=0.2867,TAKE=0.2451,PLAY=0.2434,THROW=0.1172,GO=0.1047,DROP=0.0226,HOLD=-0.0878,OPEN=-0.1129,PICK=-0.2346,EAT=-0.2849,PUT=-0.5157,GIVE=-0.5383
408,cnn_sup,3_1b_task6 40096-40546,DROP,n,n,WASH=0.5622,GET=0.4182,WALK=0.2867,TAKE=0.2451,PLAY=0.2434,THROW=0.1172,GO=0.1047,DROP=0.0226,HOLD=-0.0878,OPEN=-0.1129,PICK=-0.2346,EAT=-0.2849,PUT=-0.5157,GIVE=-0.5383
409,rand,3_1b_task6 40096-40546,WALK,n,n,,,,,,,,,,,,,,
410,spatial_unsup,3_1b_task6 40546-40996,PUT,/,y,PUT=0.9782,PICK=0.9640,GO=0.9620,PLAY=0.9586,DROP=0.9585,WASH=0.9553,EAT=0.9534,HOLD=0.9474,TAKE=0.9447,GET=0.9437,THROW=0.9349,WALK=0.9339,GIVE=0.9304,OPEN=0.9010
411,cnn_unsup,3_1b_task6 40546-40996,GIVE,n,n,GIVE=0.9953,OPEN=0.9944,DROP=0.9903,HOLD=0.9896,THROW=0.9868,GO=0.9858,TAKE=0.9853,EAT=0.9853,PICK=0.9853,PUT=0.9850,PLAY=0.9845,GET=0.9760,WASH=0.9740,WALK=0.9697
412,spatial_sup,3_1b_task6 40546-40996,PUT,/,y,PUT=0.6010,GO=0.5420,EAT=0.4887,GIVE=0.3611,DROP=0.2764,HOLD=0.1626,OPEN=0.0436,THROW=-0.0704,WALK=-0.2745,PLAY=-0.3688,WASH=-0.4067,TAKE=-0.4573,GET=-0.5010,PICK=-0.6343
413,cnn_sup,3_1b_task6 40546-40996,EAT,n,n,PUT=0.6010,GO=0.5420,EAT=0.4887,GIVE=0.3611,DROP=0.2764,HOLD=0.1626,OPEN=0.0436,THROW=-0.0704,WALK=-0.2745,PLAY=-0.3688,WASH=-0.4067,TAKE=-0.4573,GET=-0.5010,PICK=-0.6343
414,rand,3_1b_task6 40546-40996,GIVE,n,n,,,,,,,,,,,,,,
415,spatial_unsup,3_1b_task6 40996-41446,DROP,n,n,DROP=0.8489,PUT=0.8367,GO=0.8331,PLAY=0.8315,WASH=0.8234,PICK=0.8219,GIVE=0.8219,HOLD=0.8017,EAT=0.8005,THROW=0.7844,GET=0.7790,TAKE=0.7787,WALK=0.7702,OPEN=0.7393
416,cnn_unsup,3_1b_task6 40996-41446,GIVE,n,n,GIVE=0.9960,THROW=0.9956,DROP=0.9941,PUT=0.9937,PLAY=0.9930,PICK=0.9926,TAKE=0.9922,EAT=0.9920,GO=0.9918,HOLD=0.9916,OPEN=0.9913,GET=0.9874,WASH=0.9837,WALK=0.9826
417,spatial_sup,3_1b_task6 40996-41446,PUT,y,n,PUT=0.8660,GIVE=0.6456,THROW=0.1568,GO=0.0968,EAT=0.0697,DROP=0.0599,PLAY=-0.0667,GET=-0.1440,OPEN=-0.2117,HOLD=-0.3377,TAKE=-0.3379,WASH=-0.3642,WALK=-0.4282,PICK=-0.6505
418,cnn_sup,3_1b_task6 40996-41446,GIVE,n,n,PUT=0.8660,GIVE=0.6456,THROW=0.1568,GO=0.0968,EAT=0.0697,DROP=0.0599,PLAY=-0.0667,GET=-0.1440,OPEN=-0.2117,HOLD=-0.3377,TAKE=-0.3379,WASH=-0.3642,WALK=-0.4282,PICK=-0.6505
419,rand,3_1b_task6 40996-41446,WASH,n,n,,,,,,,,,,,,,,
420,spatial_unsup,3_1b_task6 41446-41896,GIVE,n,n,GIVE=0.8035,PUT=0.7902,DROP=0.7827,WASH=0.7617,GO=0.7531,PICK=0.7503,PLAY=0.7499,HOLD=0.7315,EAT=0.7187,TAKE=0.6961,WALK=0.6897,THROW=0.6845,GET=0.6840,OPEN=0.6134
421,cnn_unsup,3_1b_task6 41446-41896,THROW,n,n,THROW=0.9923,PUT=0.9916,GIVE=0.9914,PICK=0.9897,EAT=0.9897,DROP=0.9895,GO=0.9894,TAKE=0.9892,PLAY=0.9888,GET=0.9870,HOLD=0.9865,WASH=0.9853,WALK=0.9823,OPEN=0.9815
422,spatial_sup,3_1b_task6 41446-41896,GIVE,n,n,GIVE=0.7986,PUT=0.6896,THROW=0.2814,DROP=-0.0263,EAT=-0.0463,OPEN=-0.0946,GET=-0.1246,GO=-0.1580,WASH=-0.1794,PICK=-0.1851,PLAY=-0.2309,TAKE=-0.2316,HOLD=-0.2592,WALK=-0.5349
423,cnn_sup,3_1b_task6 41446-41896,DROP,n,n,GIVE=0.7986,PUT=0.6896,THROW=0.2814,DROP=-0.0263,EAT=-0.0463,OPEN=-0.0946,GET=-0.1246,GO=-0.1580,WASH=-0.1794,PICK=-0.1851,PLAY=-0.2309,TAKE=-0.2316,HOLD=-0.2592,WALK=-0.5349
424,rand,3_1b_task6 41446-41896,THROW,n,n,,,,,,,,,,,,,,
425,spatial_unsup,4_2b_task1 6716-7166,THROW,n,n,THROW=0.0076,WALK=0.0073,PLAY=0.0061,GET=0.0059,PUT=0.0059,EAT=0.0054,WASH=0.0052,GO=0.0049,TAKE=0.0046,PICK=0.0041,OPEN=0.0035,DROP=0.0032,GIVE=0.0026,HOLD=0.0026
426,cnn_unsup,4_2b_task1 6716-7166,WASH,n,n,WASH=0.9943,GET=0.9919,WALK=0.9918,EAT=0.9886,GO=0.9885,PUT=0.9881,TAKE=0.9876,PICK=0.9870,PLAY=0.9827,THROW=0.9821,DROP=0.9804,HOLD=0.9782,GIVE=0.9712,OPEN=0.9592
427,spatial_sup,4_2b_task1 6716-7166,PUT,n,n,PUT=0.3345,WALK=0.2963,THROW=0.2093,EAT=0.1500,PICK=0.0606,GET=0.0548,DROP=-0.0584,HOLD=-0.0810,PLAY=-0.1061,GO=-0.1262,OPEN=-0.1320,TAKE=-0.2142,GIVE=-0.2759,WASH=-0.8078
428,cnn_sup,4_2b_task1 6716-7166,GET,n,n,PUT=0.3345,WALK=0.2963,THROW=0.2093,EAT=0.1500,PICK=0.0606,GET=0.0548,DROP=-0.0584,HOLD=-0.0810,PLAY=-0.1061,GO=-0.1262,OPEN=-0.1320,TAKE=-0.2142,GIVE=-0.2759,WASH=-0.8078
429,rand,4_2b_task1 6716-7166,PICK,/,n,,,,,,,,,,,,,,
430,spatial_unsup,4_2b_task1 7166-7616,WALK,n,n,WALK=0.0066,THROW=0.0061,GET=0.0053,PLAY=0.0048,PUT=0.0048,EAT=0.0045,WASH=0.0045,GO=0.0041,TAKE=0.0041,PICK=0.0036,OPEN=0.0030,DROP=0.0025,HOLD=0.0023,GIVE=0.0016
431,cnn_unsup,4_2b_task1 7166-7616,WASH,n,n,WASH=0.9898,WALK=0.9870,GET=0.9869,GO=0.9825,EAT=0.9823,PUT=0.9812,TAKE=0.9809,PICK=0.9807,PLAY=0.9762,DROP=0.9755,THROW=0.9730,HOLD=0.9697,GIVE=0.9624,OPEN=0.9533
432,spatial_sup,4_2b_task1 7166-7616,EAT,n,n,EAT=0.4725,HOLD=0.3846,PICK=0.3149,OPEN=0.2064,GET=0.1835,WALK=0.1572,PUT=0.0115,THROW=-0.0513,GO=-0.1243,TAKE=-0.1512,DROP=-0.1549,WASH=-0.2605,GIVE=-0.2894,PLAY=-0.5612
433,cnn_sup,4_2b_task1 7166-7616,WALK,n,n,EAT=0.4725,HOLD=0.3846,PICK=0.3149,OPEN=0.2064,GET=0.1835,WALK=0.1572,PUT=0.0115,THROW=-0.0513,GO=-0.1243,TAKE=-0.1512,DROP=-0.1549,WASH=-0.2605,GIVE=-0.2894,PLAY=-0.5612
434,rand,4_2b_task1 7166-7616,PUT,y,n,,,,,,,,,,,,,,
435,spatial_unsup,4_2b_task1 7616-8066,TAKE,y,y,TAKE=0.9615,THROW=0.9571,WASH=0.9543,HOLD=0.9522,GIVE=0.9486,EAT=0.9478,WALK=0.9458,GET=0.9432,OPEN=0.9431,PICK=0.9394,PUT=0.9321,GO=0.9281,DROP=0.9027,PLAY=0.8957
436,cnn_unsup,4_2b_task1 7616-8066,GET,y,y,GET=0.9943,WALK=0.9939,GO=0.9922,PLAY=0.9915,WASH=0.9909,PUT=0.9908,TAKE=0.9907,PICK=0.9906,EAT=0.9899,THROW=0.9885,DROP=0.9858,GIVE=0.9820,HOLD=0.9819,OPEN=0.9734
437,spatial_sup,4_2b_task1 7616-8066,OPEN,n,n,OPEN=0.6955,GET=0.4713,WASH=0.4094,PICK=0.2965,GO=0.2908,HOLD=0.2494,THROW=0.0978,EAT=0.0306,GIVE=-0.0069,TAKE=-0.0457,DROP=-0.2238,PLAY=-0.3540,WALK=-0.4476,PUT=-0.5932
438,cnn_sup,4_2b_task1 7616-8066,OPEN,n,n,OPEN=0.6955,GET=0.4713,WASH=0.4094,PICK=0.2965,GO=0.2908,HOLD=0.2494,THROW=0.0978,EAT=0.0306,GIVE=-0.0069,TAKE=-0.0457,DROP=-0.2238,PLAY=-0.3540,WALK=-0.4476,PUT=-0.5932
439,rand,4_2b_task1 7616-8066,EAT,n,n,,,,,,,,,,,,,,
440,spatial_unsup,4_2b_task1 8066-8516,WASH,n,n,WASH=0.9236,HOLD=0.9217,WALK=0.9141,THROW=0.9125,GIVE=0.9046,GO=0.8994,PICK=0.8992,TAKE=0.8981,DROP=0.8980,EAT=0.8966,PUT=0.8854,GET=0.8766,OPEN=0.8708,PLAY=0.8676
441,cnn_unsup,4_2b_task1 8066-8516,WALK,y,y,WALK=0.9963,GET=0.9955,PLAY=0.9951,PUT=0.9943,TAKE=0.9938,THROW=0.9938,GO=0.9936,EAT=0.9932,PICK=0.9931,WASH=0.9913,DROP=0.9873,HOLD=0.9851,GIVE=0.9822,OPEN=0.9750
442,spatial_sup,4_2b_task1 8066-8516,PUT,n,y,PUT=0.5819,GO=0.2595,WASH=0.1977,GIVE=0.1735,WALK=0.1500,DROP=0.0933,EAT=-0.0115,HOLD=-0.1052,GET=-0.1227,PLAY=-0.1819,OPEN=-0.2696,PICK=-0.3361,THROW=-0.3789,TAKE=-0.6506
443,cnn_sup,4_2b_task1 8066-8516,TAKE,n,n,PUT=0.5819,GO=0.2595,WASH=0.1977,GIVE=0.1735,WALK=0.1500,DROP=0.0933,EAT=-0.0115,HOLD=-0.1052,GET=-0.1227,PLAY=-0.1819,OPEN=-0.2696,PICK=-0.3361,THROW=-0.3789,TAKE=-0.6506
444,rand,4_2b_task1 8066-8516,TAKE,n,n,,,,,,,,,,,,,,
445,spatial_unsup,4_2b_task1 8516-8966,WALK,/,y,WALK=0.0089,GET=0.0071,WASH=0.0062,PLAY=0.0056,THROW=0.0056,PUT=0.0055,GO=0.0048,EAT=0.0048,TAKE=0.0044,PICK=0.0038,OPEN=0.0030,DROP=0.0028,HOLD=0.0024,GIVE=-0.0020
446,cnn_unsup,4_2b_task1 8516-8966,WALK,/,y,WALK=0.9921,GET=0.9917,WASH=0.9884,PUT=0.9863,PLAY=0.9853,GO=0.9845,THROW=0.9843,PICK=0.9842,TAKE=0.9840,EAT=0.9837,DROP=0.9756,HOLD=0.9723,GIVE=0.9709,OPEN=0.9565
447,spatial_sup,4_2b_task1 8516-8966,WALK,/,y,WALK=0.6589,HOLD=0.3530,EAT=0.2841,GET=0.2785,WASH=0.2660,PUT=0.1249,TAKE=0.1150,PICK=-0.1244,GO=-0.1773,DROP=-0.2446,PLAY=-0.3235,OPEN=-0.4457,THROW=-0.4810,GIVE=-0.6453
448,cnn_sup,4_2b_task1 8516-8966,GO,n,n,WALK=0.6589,HOLD=0.3530,EAT=0.2841,GET=0.2785,WASH=0.2660,PUT=0.1249,TAKE=0.1150,PICK=-0.1244,GO=-0.1773,DROP=-0.2446,PLAY=-0.3235,OPEN=-0.4457,THROW=-0.4810,GIVE=-0.6453
449,rand,4_2b_task1 8516-8966,WALK,/,y,,,,,,,,,,,,,,
450,spatial_unsup,4_2b_task1 8966-9416,WALK,y,y,WALK=0.0090,GET=0.0072,WASH=0.0063,THROW=0.0062,PLAY=0.0060,PUT=0.0059,EAT=0.0050,GO=0.0050,TAKE=0.0045,PICK=0.0039,OPEN=0.0031,DROP=0.0030,HOLD=0.0023,GIVE=-0.0013
451,cnn_unsup,4_2b_task1 8966-9416,WALK,y,y,WALK=0.9921,GET=0.9906,WASH=0.9895,PUT=0.9865,EAT=0.9854,GO=0.9847,TAKE=0.9844,PICK=0.9839,PLAY=0.9836,THROW=0.9828,DROP=0.9760,HOLD=0.9745,GIVE=0.9689,OPEN=0.9551
452,spatial_sup,4_2b_task1 8966-9416,GO,y,y,GO=0.4919,GET=0.4007,OPEN=0.3062,EAT=0.2941,HOLD=0.2474,PUT=0.0397,WASH=0.0348,WALK=0.0181,PICK=-0.1216,DROP=-0.2503,GIVE=-0.2872,THROW=-0.2961,PLAY=-0.4845,TAKE=-0.5257
453,cnn_sup,4_2b_task1 8966-9416,GO,y,y,GO=0.4919,GET=0.4007,OPEN=0.3062,EAT=0.2941,HOLD=0.2474,PUT=0.0397,WASH=0.0348,WALK=0.0181,PICK=-0.1216,DROP=-0.2503,GIVE=-0.2872,THROW=-0.2961,PLAY=-0.4845,TAKE=-0.5257
454,rand,4_2b_task1 8966-9416,PLAY,n,n,,,,,,,,,,,,,,
455,spatial_unsup,4_2b_task1 9416-9866,EAT,n,n,EAT=0.9996,PICK=0.9977,TAKE=0.9974,GET=0.9952,GO=0.9950,THROW=0.9942,PUT=0.9934,HOLD=0.9907,WASH=0.9907,WALK=0.9874,PLAY=0.9858,OPEN=0.9806,DROP=0.9780,GIVE=0.9477
456,cnn_unsup,4_2b_task1 9416-9866,WALK,n,y,WALK=0.9910,GET=0.9907,WASH=0.9901,PUT=0.9862,EAT=0.9857,GO=0.9856,TAKE=0.9851,PICK=0.9848,PLAY=0.9827,THROW=0.9806,DROP=0.9787,HOLD=0.9748,GIVE=0.9678,OPEN=0.9572
457,spatial_sup,4_2b_task1 9416-9866,GO,y,y,GO=0.6678,OPEN=0.3476,DROP=0.3144,HOLD=0.1999,THROW=0.1928,GIVE=0.1385,EAT=0.0805,PUT=-0.0385,PICK=-0.0832,PLAY=-0.2060,WALK=-0.2531,TAKE=-0.2693,GET=-0.4756,WASH=-0.5423
458,cnn_sup,4_2b_task1 9416-9866,GO,y,y,GO=0.6678,OPEN=0.3476,DROP=0.3144,HOLD=0.1999,THROW=0.1928,GIVE=0.1385,EAT=0.0805,PUT=-0.0385,PICK=-0.0832,PLAY=-0.2060,WALK=-0.2531,TAKE=-0.2693,GET=-0.4756,WASH=-0.5423
459,rand,4_2b_task1 9416-9866,GO,y,y,,,,,,,,,,,,,,
460,spatial_unsup,4_2b_task1 9866-10316,OPEN,n,n,OPEN=0.8378,THROW=0.8070,TAKE=0.8012,GET=0.8011,EAT=0.7570,WALK=0.7521,HOLD=0.7433,WASH=0.7333,PICK=0.7305,GO=0.7154,GIVE=0.7113,PUT=0.7017,PLAY=0.6667,DROP=0.6498
461,cnn_unsup,4_2b_task1 9866-10316,GET,y,y,GET=0.9947,GO=0.9927,PUT=0.9924,PICK=0.9920,PLAY=0.9920,WASH=0.9917,TAKE=0.9916,THROW=0.9912,WALK=0.9908,EAT=0.9903,DROP=0.9877,GIVE=0.9861,HOLD=0.9839,OPEN=0.9769
462,spatial_sup,4_2b_task1 9866-10316,GET,y,y,GET=0.7884,PICK=0.4611,OPEN=0.4030,WASH=0.2092,TAKE=0.1187,HOLD=0.0605,THROW=0.0485,GO=-0.0609,PLAY=-0.1130,DROP=-0.1134,WALK=-0.1510,GIVE=-0.1957,EAT=-0.4264,PUT=-0.5135
463,cnn_sup,4_2b_task1 9866-10316,GO,y,y,GET=0.7884,PICK=0.4611,OPEN=0.4030,WASH=0.2092,TAKE=0.1187,HOLD=0.0605,THROW=0.0485,GO=-0.0609,PLAY=-0.1130,DROP=-0.1134,WALK=-0.1510,GIVE=-0.1957,EAT=-0.4264,PUT=-0.5135
464,rand,4_2b_task1 9866-10316,WASH,n,n,,,,,,,,,,,,,,
465,spatial_unsup,4_2b_task1 10316-10766,WALK,y,y,WALK=0.5738,PLAY=0.5555,DROP=0.5399,EAT=0.5395,HOLD=0.5393,GO=0.5386,THROW=0.5373,OPEN=0.5355,PICK=0.5293,GET=0.5243,TAKE=0.5216,WASH=0.5158,PUT=0.4984,GIVE=0.4006
466,cnn_unsup,4_2b_task1 10316-10766,GET,n,y,GET=0.9953,WALK=0.9951,PLAY=0.9936,PUT=0.9936,THROW=0.9928,WASH=0.9926,TAKE=0.9925,EAT=0.9922,GO=0.9921,PICK=0.9921,DROP=0.9857,HOLD=0.9844,GIVE=0.9816,OPEN=0.9746
467,spatial_sup,4_2b_task1 10316-10766,PUT,/,n,PUT=0.4562,GO=0.3277,WASH=0.2436,WALK=0.2151,DROP=0.2132,GIVE=0.1319,EAT=0.0508,HOLD=-0.0483,PLAY=-0.0670,OPEN=-0.2347,PICK=-0.3183,GET=-0.3216,THROW=-0.4727,TAKE=-0.6211
468,cnn_sup,4_2b_task1 10316-10766,TAKE,n,n,PUT=0.4562,GO=0.3277,WASH=0.2436,WALK=0.2151,DROP=0.2132,GIVE=0.1319,EAT=0.0508,HOLD=-0.0483,PLAY=-0.0670,OPEN=-0.2347,PICK=-0.3183,GET=-0.3216,THROW=-0.4727,TAKE=-0.6211
469,rand,4_2b_task1 10316-10766,GET,n,y,,,,,,,,,,,,,,
470,spatial_unsup,4_2b_task1 10766-11216,DROP,y,n,DROP=0.9749,GO=0.9436,HOLD=0.9424,WALK=0.9420,PLAY=0.9412,WASH=0.9362,PICK=0.9329,PUT=0.9299,EAT=0.9104,THROW=0.9027,TAKE=0.8864,GET=0.8757,GIVE=0.8660,OPEN=0.8260
471,cnn_unsup,4_2b_task1 10766-11216,GET,y,y,GET=0.9949,PUT=0.9941,WALK=0.9940,EAT=0.9937,GO=0.9937,PLAY=0.9936,TAKE=0.9934,WASH=0.9927,THROW=0.9925,PICK=0.9923,HOLD=0.9901,DROP=0.9874,GIVE=0.9856,OPEN=0.9770
472,spatial_sup,4_2b_task1 10766-11216,WASH,n,n,WASH=0.5829,GET=0.4015,PICK=0.3888,WALK=0.3192,GO=0.1623,HOLD=0.1523,OPEN=0.0859,THROW=-0.0969,DROP=-0.1917,TAKE=-0.2017,PLAY=-0.2810,EAT=-0.3078,GIVE=-0.4426,PUT=-0.4447
473,cnn_sup,4_2b_task1 10766-11216,GET,y,y,WASH=0.5829,GET=0.4015,PICK=0.3888,WALK=0.3192,GO=0.1623,HOLD=0.1523,OPEN=0.0859,THROW=-0.0969,DROP=-0.1917,TAKE=-0.2017,PLAY=-0.2810,EAT=-0.3078,GIVE=-0.4426,PUT=-0.4447
474,rand,4_2b_task1 10766-11216,WALK,/,y,,,,,,,,,,,,,,
475,spatial_unsup,4_2b_task1 11216-11666,GIVE,n,n,GIVE=0.7960,TAKE=0.6695,WASH=0.6682,PUT=0.6418,HOLD=0.6411,THROW=0.6397,EAT=0.6270,GET=0.6270,OPEN=0.6220,PICK=0.6175,WALK=0.6063,GO=0.5845,DROP=0.5468,PLAY=0.5171
476,cnn_unsup,4_2b_task1 11216-11666,GET,n,n,GET=0.9959,PLAY=0.9957,GO=0.9956,PUT=0.9956,TAKE=0.9955,THROW=0.9950,WALK=0.9948,EAT=0.9947,PICK=0.9947,WASH=0.9927,DROP=0.9898,HOLD=0.9881,GIVE=0.9861,OPEN=0.9793
477,spatial_sup,4_2b_task1 11216-11666,WALK,y,y,WALK=0.5587,WASH=0.4690,GET=0.3985,PLAY=0.0732,PUT=-0.0097,EAT=-0.0152,PICK=-0.0638,GO=-0.0701,DROP=-0.0848,THROW=-0.1447,OPEN=-0.1917,HOLD=-0.2448,TAKE=-0.4861,GIVE=-0.4934
478,cnn_sup,4_2b_task1 11216-11666,TAKE,y,n,WALK=0.5587,WASH=0.4690,GET=0.3985,PLAY=0.0732,PUT=-0.0097,EAT=-0.0152,PICK=-0.0638,GO=-0.0701,DROP=-0.0848,THROW=-0.1447,OPEN=-0.1917,HOLD=-0.2448,TAKE=-0.4861,GIVE=-0.4934
479,rand,4_2b_task1 11216-11666,GO,y,y,,,,,,,,,,,,,,
480,spatial_unsup,4_2b_task1 11666-12116,THROW,n,n,THROW=0.0080,WALK=0.0077,PLAY=0.0070,PUT=0.0069,GET=0.0065,WASH=0.0060,EAT=0.0056,GO=0.0053,TAKE=0.0045,PICK=0.0038,DROP=0.0036,OPEN=0.0036,GIVE=0.0024,HOLD=0.0023
481,cnn_unsup,4_2b_task1 11666-12116,WALK,y,y,WALK=0.9911,GET=0.9891,WASH=0.9880,PUT=0.9851,EAT=0.9843,GO=0.9837,TAKE=0.9833,PICK=0.9826,PLAY=0.9819,THROW=0.9810,DROP=0.9748,HOLD=0.9742,GIVE=0.9674,OPEN=0.9527
482,spatial_sup,4_2b_task1 11666-12116,PUT,n,n,PUT=0.5669,WALK=0.3169,WASH=0.3018,EAT=0.2514,DROP=0.1669,GIVE=0.0683,GO=-0.0294,HOLD=-0.0710,PLAY=-0.1310,GET=-0.2393,THROW=-0.3177,PICK=-0.4057,OPEN=-0.4186,TAKE=-0.4634
483,cnn_sup,4_2b_task1 11666-12116,GET,n,n,PUT=0.5669,WALK=0.3169,WASH=0.3018,EAT=0.2514,DROP=0.1669,GIVE=0.0683,GO=-0.0294,HOLD=-0.0710,PLAY=-0.1310,GET=-0.2393,THROW=-0.3177,PICK=-0.4057,OPEN=-0.4186,TAKE=-0.4634
484,rand,4_2b_task1 11666-12116,PLAY,n,n,,,,,,,,,,,,,,
485,spatial_unsup,4_2b_task1 12116-12566,OPEN,n,n,OPEN=0.8922,THROW=0.8803,TAKE=0.8661,GET=0.8645,WALK=0.8344,EAT=0.8339,HOLD=0.8296,WASH=0.8216,PICK=0.8159,GO=0.8083,GIVE=0.7894,PUT=0.7863,PLAY=0.7638,DROP=0.7590
486,cnn_unsup,4_2b_task1 12116-12566,GET,y,y,GET=0.9950,WALK=0.9946,GO=0.9935,PLAY=0.9930,TAKE=0.9925,PUT=0.9924,PICK=0.9919,EAT=0.9916,WASH=0.9913,THROW=0.9902,DROP=0.9872,HOLD=0.9838,GIVE=0.9817,OPEN=0.9742
487,spatial_sup,4_2b_task1 12116-12566,GET,y,y,GET=0.7092,OPEN=0.5410,PICK=0.4539,HOLD=0.1234,WASH=0.1113,GO=0.1103,TAKE=0.0749,THROW=0.0703,PLAY=-0.1142,WALK=-0.1568,DROP=-0.2032,EAT=-0.2558,GIVE=-0.3029,PUT=-0.6310
488,cnn_sup,4_2b_task1 12116-12566,OPEN,n,n,GET=0.7092,OPEN=0.5410,PICK=0.4539,HOLD=0.1234,WASH=0.1113,GO=0.1103,TAKE=0.0749,THROW=0.0703,PLAY=-0.1142,WALK=-0.1568,DROP=-0.2032,EAT=-0.2558,GIVE=-0.3029,PUT=-0.6310
489,rand,4_2b_task1 12116-12566,PLAY,n,n,,,,,,,,,,,,,,
490,spatial_unsup,4_2b_task1 12566-13016,GIVE,n,n,GIVE=0.8257,PUT=0.7614,WASH=0.7310,TAKE=0.7168,PICK=0.7129,EAT=0.7042,HOLD=0.6987,GET=0.6957,GO=0.6899,THROW=0.6763,DROP=0.6748,PLAY=0.6634,WALK=0.6594,OPEN=0.6442
491,cnn_unsup,4_2b_task1 12566-13016,WALK,y,y,WALK=0.9942,PLAY=0.9940,GET=0.9934,THROW=0.9929,PUT=0.9928,TAKE=0.9921,GO=0.9919,EAT=0.9919,PICK=0.9908,WASH=0.9893,DROP=0.9846,HOLD=0.9836,GIVE=0.9803,OPEN=0.9729
492,spatial_sup,4_2b_task1 12566-13016,PUT,n,y,PUT=0.7490,WALK=0.1898,GIVE=0.1471,EAT=0.1022,GO=0.0941,WASH=0.0424,GET=-0.0588,DROP=-0.0677,PLAY=-0.1320,THROW=-0.2086,HOLD=-0.2657,OPEN=-0.3831,PICK=-0.4274,TAKE=-0.6662
493,cnn_sup,4_2b_task1 12566-13016,TAKE,n,n,PUT=0.7490,WALK=0.1898,GIVE=0.1471,EAT=0.1022,GO=0.0941,WASH=0.0424,GET=-0.0588,DROP=-0.0677,PLAY=-0.1320,THROW=-0.2086,HOLD=-0.2657,OPEN=-0.3831,PICK=-0.4274,TAKE=-0.6662
