,model,clip,predicted,r1,r2,r3,r4,r5,r6,r7,r8,r9,r10,r11,r12,r13,r14
92,spatial_with_names_unsup,3_1b_task1 8428-8878,PICK,PICK=0.9983,PUT=0.9977,WASH=0.9974,GO=0.9958,HOLD=0.9956,EAT=0.9948,TAKE=0.9935,THROW=0.9925,WALK=0.9887,GET=0.9876,DROP=0.9852,PLAY=0.9810,OPEN=0.9637,GIVE=0.9633
93,cnn_unsup,3_1b_task1 8428-8878,THROW,THROW=0.9914,GIVE=0.9899,PLAY=0.9887,PUT=0.9886,EAT=0.9869,TAKE=0.9863,PICK=0.9862,GO=0.9859,DROP=0.9855,HOLD=0.9853,GET=0.9832,OPEN=0.9815,WALK=0.9807,WASH=0.9793
104,rand,3_1b_task1 8878-9328,TAKE,,,,,,,,,,,,,,
101,spatial_sup,3_1b_task1 8878-9328,EAT,EAT=0.7708,HOLD=0.5394,GO=0.4563,OPEN=0.3730,PUT=0.1457,WASH=0.1024,GIVE=0.0506,DROP=-0.0817,GET=-0.1361,WALK=-0.1806,PICK=-0.2255,TAKE=-0.3313,PLAY=-0.4786,THROW=-0.6819
102,spatial_with_names_sup,3_1b_task1 8878-9328,EAT,EAT=0.7652,WASH=0.4178,HOLD=0.4054,DROP=0.0535,PICK=0.0277,GO=0.0210,OPEN=-0.0114,WALK=-0.0322,TAKE=-0.0495,GIVE=-0.0863,PUT=-0.1145,GET=-0.3856,THROW=-0.4524,PLAY=-0.4775
100,cnn_unsup,3_1b_task1 8878-9328,GIVE,GIVE=0.9926,THROW=0.9922,EAT=0.9912,PUT=0.9911,HOLD=0.9903,DROP=0.9902,GO=0.9902,TAKE=0.9901,PICK=0.9894,PLAY=0.9883,OPEN=0.9869,WASH=0.9837,GET=0.9836,WALK=0.9787
99,spatial_with_names_unsup,3_1b_task1 8878-9328,PUT,PUT=0.9923,GO=0.9863,PICK=0.9858,PLAY=0.9850,DROP=0.9844,WASH=0.9794,EAT=0.9785,HOLD=0.9735,TAKE=0.9658,WALK=0.9627,GET=0.9624,THROW=0.9600,GIVE=0.9453,OPEN=0.9309
98,spatial_unsup,3_1b_task1 8878-9328,PUT,PUT=0.9923,GO=0.9863,PICK=0.9858,PLAY=0.9850,DROP=0.9844,WASH=0.9794,EAT=0.9785,HOLD=0.9735,TAKE=0.9658,WALK=0.9627,GET=0.9624,THROW=0.9600,GIVE=0.9453,OPEN=0.9309
103,cnn_sup,3_1b_task1 8878-9328,PICK,PICK=0.4636,GO=0.3632,WALK=0.2845,EAT=0.2058,GIVE=0.0510,OPEN=0.0112,TAKE=-0.1310,DROP=-0.1862,WASH=-0.1959,PLAY=-0.2199,THROW=-0.2946,PUT=-0.3346,GET=-0.4960,HOLD=-0.4961
110,cnn_sup,3_1b_task1 9328-9778,PUT,PUT=0.5298,WALK=0.4703,OPEN=0.2292,HOLD=0.1591,PICK=0.1364,GIVE=0.1147,PLAY=0.0206,DROP=-0.0294,THROW=-0.1063,EAT=-0.1128,GO=-0.1967,WASH=-0.4063,TAKE=-0.4689,GET=-0.5761
109,spatial_with_names_sup,3_1b_task1 9328-9778,PUT,PUT=0.4089,EAT=0.3982,GET=0.2839,WASH=0.2407,THROW=0.1902,WALK=0.1315,GIVE=-0.0812,OPEN=-0.1342,TAKE=-0.1680,PLAY=-0.2797,GO=-0.3185,HOLD=-0.3192,PICK=-0.3872,DROP=-0.5735
111,rand,3_1b_task1 9328-9778,OPEN,,,,,,,,,,,,,,
108,spatial_sup,3_1b_task1 9328-9778,PUT,PUT=0.5566,EAT=0.4905,HOLD=0.3078,WALK=0.1894,WASH=0.0896,GET=0.0572,GIVE=-0.0328,GO=-0.0750,DROP=-0.1465,PICK=-0.2221,OPEN=-0.2315,TAKE=-0.2665,THROW=-0.4890,PLAY=-0.5415
105,spatial_unsup,3_1b_task1 9328-9778,GIVE,GIVE=0.8414,PUT=0.8212,GET=0.8092,TAKE=0.8059,EAT=0.7897,PICK=0.7894,WASH=0.7839,OPEN=0.7820,THROW=0.7758,GO=0.7738,HOLD=0.7555,PLAY=0.7540,DROP=0.7351,WALK=0.7204
106,spatial_with_names_unsup,3_1b_task1 9328-9778,GIVE,GIVE=0.8414,PUT=0.8212,GET=0.8092,TAKE=0.8059,EAT=0.7897,PICK=0.7894,WASH=0.7839,OPEN=0.7820,THROW=0.7758,GO=0.7738,HOLD=0.7555,PLAY=0.7540,DROP=0.7351,WALK=0.7204
107,cnn_unsup,3_1b_task1 9328-9778,THROW,THROW=0.9938,GIVE=0.9921,EAT=0.9916,PUT=0.9914,TAKE=0.9907,HOLD=0.9902,GO=0.9902,PLAY=0.9901,PICK=0.9896,DROP=0.9896,OPEN=0.9888,GET=0.9837,WASH=0.9832,WALK=0.9792
119,spatial_unsup,3_1b_task2 10240-10690,EAT,EAT=0.9971,GO=0.9958,PICK=0.9955,THROW=0.9953,GET=0.9942,TAKE=0.9933,WALK=0.9893,HOLD=0.9889,PLAY=0.9887,PUT=0.9860,WASH=0.9854,OPEN=0.9819,DROP=0.9802,GIVE=0.9275
121,cnn_unsup,3_1b_task2 10240-10690,EAT,EAT=0.9951,PUT=0.9944,DROP=0.9944,TAKE=0.9942,GO=0.9940,THROW=0.9939,HOLD=0.9938,PICK=0.9934,GIVE=0.9925,PLAY=0.9916,OPEN=0.9896,WASH=0.9880,GET=0.9878,WALK=0.9834
124,cnn_sup,3_1b_task2 10240-10690,GIVE,GIVE=0.4169,PUT=0.3779,TAKE=0.2951,PICK=0.1519,EAT=0.1111,WASH=0.0407,WALK=0.0384,GET=-0.0240,GO=-0.1166,HOLD=-0.2550,PLAY=-0.4340,DROP=-0.4609,OPEN=-0.5373,THROW=-0.5637
120,spatial_with_names_unsup,3_1b_task2 10240-10690,EAT,EAT=0.9971,GO=0.9958,PICK=0.9955,THROW=0.9953,GET=0.9942,TAKE=0.9933,WALK=0.9893,HOLD=0.9889,PLAY=0.9887,PUT=0.9860,WASH=0.9854,OPEN=0.9819,DROP=0.9802,GIVE=0.9275
122,spatial_sup,3_1b_task2 10240-10690,GO,GO=0.7579,OPEN=0.6140,EAT=0.6034,HOLD=0.6011,WASH=0.2243,GIVE=0.0588,DROP=-0.0101,TAKE=-0.0996,PICK=-0.1850,THROW=-0.2776,GET=-0.2998,PUT=-0.3517,WALK=-0.4099,PLAY=-0.4345
125,rand,3_1b_task2 10240-10690,HOLD,,,,,,,,,,,,,,
123,spatial_with_names_sup,3_1b_task2 10240-10690,EAT,EAT=0.8177,HOLD=0.3981,GO=0.3521,WASH=0.2185,PICK=0.0788,TAKE=0.0697,OPEN=0.0665,GIVE=-0.1450,DROP=-0.2153,WALK=-0.2629,THROW=-0.2701,PLAY=-0.3119,PUT=-0.4191,GET=-0.5208
126,spatial_unsup,3_1b_task2 10690-11140,GIVE,GIVE=0.9350,PUT=0.8924,WASH=0.8847,TAKE=0.8837,HOLD=0.8677,GET=0.8670,PICK=0.8669,THROW=0.8663,EAT=0.8589,GO=0.8483,WALK=0.8414,DROP=0.8258,OPEN=0.8233,PLAY=0.8040
130,spatial_with_names_sup,3_1b_task2 10690-11140,EAT,EAT=0.4824,GIVE=0.4082,HOLD=0.3845,WASH=0.3183,DROP=0.2716,PUT=0.2311,TAKE=0.0805,PICK=-0.0595,GO=-0.1512,OPEN=-0.1580,GET=-0.2770,WALK=-0.3026,THROW=-0.4545,PLAY=-0.4845
131,cnn_sup,3_1b_task2 10690-11140,GIVE,GIVE=0.6386,PUT=0.3642,EAT=0.3532,GO=0.1101,HOLD=0.0337,PICK=0.0170,WALK=-0.0609,TAKE=-0.1282,PLAY=-0.1760,OPEN=-0.2186,DROP=-0.3075,GET=-0.3494,WASH=-0.4108,THROW=-0.6715
128,cnn_unsup,3_1b_task2 10690-11140,HOLD,HOLD=0.9960,DROP=0.9960,EAT=0.9958,GO=0.9952,TAKE=0.9951,PUT=0.9950,GIVE=0.9943,PICK=0.9943,THROW=0.9938,PLAY=0.9921,OPEN=0.9906,GET=0.9887,WASH=0.9883,WALK=0.9846
129,spatial_sup,3_1b_task2 10690-11140,PUT,PUT=0.4098,HOLD=0.3875,GIVE=0.3791,DROP=0.3216,WASH=0.1577,TAKE=0.1156,GO=0.0680,EAT=-0.0034,GET=-0.1396,OPEN=-0.1853,WALK=-0.1944,PICK=-0.2703,THROW=-0.4266,PLAY=-0.4387
127,spatial_with_names_unsup,3_1b_task2 10690-11140,GIVE,GIVE=0.9350,PUT=0.8924,WASH=0.8847,TAKE=0.8837,HOLD=0.8677,GET=0.8670,PICK=0.8669,THROW=0.8663,EAT=0.8589,GO=0.8483,WALK=0.8414,DROP=0.8257,OPEN=0.8233,PLAY=0.8040
132,rand,3_1b_task2 10690-11140,DROP,,,,,,,,,,,,,,
133,spatial_unsup,3_1b_task2 11140-11590,WALK,WALK=0.8905,DROP=0.8863,GO=0.8710,PLAY=0.8689,HOLD=0.8666,THROW=0.8635,PICK=0.8535,EAT=0.8409,WASH=0.8396,GET=0.8336,TAKE=0.8261,PUT=0.8210,OPEN=0.8097,GIVE=0.7038
135,cnn_unsup,3_1b_task2 11140-11590,GIVE,GIVE=0.9957,DROP=0.9955,OPEN=0.9950,HOLD=0.9947,GO=0.9938,TAKE=0.9938,EAT=0.9937,THROW=0.9937,PICK=0.9928,PUT=0.9928,PLAY=0.9918,GET=0.9846,WASH=0.9829,WALK=0.9801
136,spatial_sup,3_1b_task2 11140-11590,GO,GO=0.4960,OPEN=0.4507,HOLD=0.3331,DROP=0.2871,PICK=0.2850,TAKE=0.1692,WASH=0.1495,PLAY=0.0698,WALK=0.0157,GET=-0.0238,THROW=-0.0924,EAT=-0.2368,GIVE=-0.3396,PUT=-0.8126
138,cnn_sup,3_1b_task2 11140-11590,PUT,PUT=0.6455,TAKE=0.3007,GIVE=0.2570,EAT=0.1286,DROP=0.1078,PICK=0.0630,WALK=-0.0253,OPEN=-0.1337,PLAY=-0.1349,HOLD=-0.1929,THROW=-0.3111,GO=-0.3247,GET=-0.5527,WASH=-0.7060
139,rand,3_1b_task2 11140-11590,GET,,,,,,,,,,,,,,
134,spatial_with_names_unsup,3_1b_task2 11140-11590,WALK,WALK=0.8905,DROP=0.8863,GO=0.8710,PLAY=0.8689,HOLD=0.8666,THROW=0.8635,PICK=0.8535,EAT=0.8409,WASH=0.8396,GET=0.8336,TAKE=0.8261,PUT=0.8210,OPEN=0.8097,GIVE=0.7038
137,spatial_with_names_sup,3_1b_task2 11140-11590,PICK,PICK=0.7047,HOLD=0.4671,GO=0.3814,WASH=0.2147,TAKE=0.1479,WALK=0.1456,OPEN=-0.0278,DROP=-0.0334,PLAY=-0.1202,EAT=-0.1378,THROW=-0.1846,GET=-0.2241,GIVE=-0.3662,PUT=-0.7240
140,spatial_unsup,3_1b_task2 11590-12040,DROP,DROP=0.8497,PUT=0.8407,GIVE=0.8294,WASH=0.8183,GO=0.8099,PLAY=0.8063,PICK=0.8062,HOLD=0.7998,EAT=0.7709,WALK=0.7704,TAKE=0.7462,THROW=0.7404,GET=0.7300,OPEN=0.6483
143,spatial_sup,3_1b_task2 11590-12040,PICK,PICK=0.5199,WALK=0.5197,DROP=0.3485,HOLD=0.3192,EAT=0.1505,PUT=0.0751,TAKE=-0.0857,OPEN=-0.1397,PLAY=-0.1597,GIVE=-0.1934,WASH=-0.2180,GO=-0.3206,GET=-0.3603,THROW=-0.3812
142,cnn_unsup,3_1b_task2 11590-12040,HOLD,HOLD=0.9962,DROP=0.9945,GIVE=0.9941,OPEN=0.9940,TAKE=0.9933,GO=0.9931,EAT=0.9930,THROW=0.9918,PICK=0.9918,PUT=0.9916,PLAY=0.9907,GET=0.9834,WASH=0.9815,WALK=0.9794
141,spatial_with_names_unsup,3_1b_task2 11590-12040,DROP,DROP=0.8497,PUT=0.8407,GIVE=0.8294,WASH=0.8183,GO=0.8099,PLAY=0.8063,PICK=0.8062,HOLD=0.7998,EAT=0.7709,WALK=0.7704,TAKE=0.7462,THROW=0.7404,GET=0.7300,OPEN=0.6483
146,rand,3_1b_task2 11590-12040,GO,,,,,,,,,,,,,,
144,spatial_with_names_sup,3_1b_task2 11590-12040,PICK,PICK=0.4181,EAT=0.4177,WALK=0.2881,HOLD=0.2635,WASH=0.2511,DROP=0.2274,TAKE=0.1544,OPEN=-0.2069,PUT=-0.2150,GO=-0.2155,PLAY=-0.2201,THROW=-0.2236,GIVE=-0.2247,GET=-0.6175
145,cnn_sup,3_1b_task2 11590-12040,EAT,EAT=0.5101,PICK=0.4570,GIVE=0.2353,TAKE=0.1673,PUT=0.1586,PLAY=-0.0371,OPEN=-0.1033,GET=-0.1049,HOLD=-0.1435,DROP=-0.3093,WALK=-0.3265,THROW=-0.3361,GO=-0.3758,WASH=-0.6008
153,rand,3_1b_task2 12040-12490,GIVE,,,,,,,,,,,,,,
147,spatial_unsup,3_1b_task2 12040-12490,WALK,WALK=0.8015,OPEN=0.7903,THROW=0.7811,GET=0.7638,TAKE=0.7602,HOLD=0.7589,EAT=0.7579,GO=0.7418,PLAY=0.7389,PICK=0.7388,WASH=0.7214,DROP=0.7200,PUT=0.6901,GIVE=0.5845
149,cnn_unsup,3_1b_task2 12040-12490,GIVE,GIVE=0.9944,HOLD=0.9935,OPEN=0.9930,DROP=0.9930,GO=0.9919,THROW=0.9916,TAKE=0.9915,EAT=0.9913,PUT=0.9904,PICK=0.9901,PLAY=0.9898,GET=0.9818,WASH=0.9797,WALK=0.9767
148,spatial_with_names_unsup,3_1b_task2 12040-12490,WALK,WALK=0.8015,OPEN=0.7903,THROW=0.7811,GET=0.7638,TAKE=0.7602,HOLD=0.7589,EAT=0.7579,GO=0.7418,PLAY=0.7389,PICK=0.7388,WASH=0.7214,DROP=0.7200,PUT=0.6901,GIVE=0.5845
151,spatial_with_names_sup,3_1b_task2 12040-12490,EAT,EAT=0.7271,HOLD=0.5382,WASH=0.3137,PICK=0.1688,WALK=0.1571,TAKE=0.1557,GO=0.1520,OPEN=-0.0057,DROP=-0.0380,THROW=-0.2799,GET=-0.3004,PUT=-0.4529,GIVE=-0.5104,PLAY=-0.5347
150,spatial_sup,3_1b_task2 12040-12490,HOLD,HOLD=0.6739,EAT=0.6208,GO=0.3672,OPEN=0.3457,WALK=0.2078,PICK=0.0915,WASH=0.0904,DROP=-0.0293,TAKE=-0.0382,GET=-0.0614,THROW=-0.2620,PUT=-0.4038,GIVE=-0.5189,PLAY=-0.5241
152,cnn_sup,3_1b_task2 12040-12490,HOLD,HOLD=0.5567,PICK=0.4340,GIVE=0.3234,EAT=0.3018,WALK=0.1053,PUT=0.0602,OPEN=-0.1432,TAKE=-0.1839,GO=-0.1841,THROW=-0.1899,PLAY=-0.3341,DROP=-0.3541,GET=-0.3897,WASH=-0.5273
160,rand,3_1b_task2 12490-12940,GIVE,,,,,,,,,,,,,,
156,cnn_unsup,3_1b_task2 12490-12940,HOLD,HOLD=0.9911,DROP=0.9897,EAT=0.9894,GIVE=0.9887,GO=0.9886,TAKE=0.9881,PUT=0.9874,PICK=0.9867,THROW=0.9858,OPEN=0.9853,PLAY=0.9831,WASH=0.9806,GET=0.9790,WALK=0.9738
154,spatial_unsup,3_1b_task2 12490-12940,OPEN,OPEN=0.8666,GET=0.8539,TAKE=0.8323,THROW=0.8192,EAT=0.8147,WALK=0.7945,PICK=0.7899,PLAY=0.7802,GO=0.7787,PUT=0.7723,HOLD=0.7695,WASH=0.7497,DROP=0.7213,GIVE=0.6625
155,spatial_with_names_unsup,3_1b_task2 12490-12940,OPEN,OPEN=0.8666,GET=0.8539,TAKE=0.8323,THROW=0.8192,EAT=0.8147,WALK=0.7945,PICK=0.7899,PLAY=0.7802,GO=0.7787,PUT=0.7723,HOLD=0.7695,WASH=0.7497,DROP=0.7213,GIVE=0.6625
159,cnn_sup,3_1b_task2 12490-12940,EAT,EAT=0.4884,WALK=0.3039,GIVE=0.2813,HOLD=0.2220,PUT=0.1457,WASH=0.1398,GO=0.0685,TAKE=0.0148,GET=-0.0861,PICK=-0.1950,OPEN=-0.2226,DROP=-0.2954,PLAY=-0.4014,THROW=-0.7219
157,spatial_sup,3_1b_task2 12490-12940,HOLD,HOLD=0.4027,EAT=0.3231,GO=0.2468,WALK=0.2006,OPEN=0.1150,DROP=0.0891,PICK=0.0600,PUT=0.0173,THROW=-0.0092,TAKE=-0.0475,GET=-0.1307,GIVE=-0.3628,PLAY=-0.3682,WASH=-0.6768
158,spatial_with_names_sup,3_1b_task2 12490-12940,EAT,EAT=0.4632,HOLD=0.4262,WALK=0.2755,TAKE=0.2592,GO=0.2357,DROP=0.1917,THROW=0.0918,PICK=0.0204,OPEN=-0.1489,PUT=-0.1705,WASH=-0.2876,GIVE=-0.4704,PLAY=-0.5112,GET=-0.5120
161,spatial_unsup,3_1b_task2 12940-13390,OPEN,OPEN=0.8794,GET=0.8606,THROW=0.8522,TAKE=0.8482,EAT=0.8075,PICK=0.7891,HOLD=0.7828,WALK=0.7824,WASH=0.7799,GO=0.7775,PUT=0.7715,GIVE=0.7597,PLAY=0.7351,DROP=0.7122
166,cnn_sup,3_1b_task2 12940-13390,OPEN,OPEN=0.7138,GO=0.3591,PICK=0.3016,GIVE=0.2246,WALK=0.0898,PUT=-0.0891,EAT=-0.1317,WASH=-0.1826,TAKE=-0.1879,GET=-0.2446,HOLD=-0.2643,THROW=-0.2805,DROP=-0.2953,PLAY=-0.3323
165,spatial_with_names_sup,3_1b_task2 12940-13390,GET,GET=0.8946,WASH=0.4974,PUT=0.0365,HOLD=0.0319,GIVE=0.0112,WALK=-0.0072,OPEN=-0.0567,PICK=-0.0698,GO=-0.0749,TAKE=-0.1031,THROW=-0.1411,DROP=-0.2261,PLAY=-0.2380,EAT=-0.3259
167,rand,3_1b_task2 12940-13390,PLAY,,,,,,,,,,,,,,
163,cnn_unsup,3_1b_task2 12940-13390,GIVE,GIVE=0.9912,DROP=0.9907,HOLD=0.9905,EAT=0.9905,THROW=0.9903,PUT=0.9901,TAKE=0.9895,GO=0.9894,PICK=0.9889,OPEN=0.9864,PLAY=0.9864,WASH=0.9825,GET=0.9821,WALK=0.9767
162,spatial_with_names_unsup,3_1b_task2 12940-13390,OPEN,OPEN=0.8794,GET=0.8606,THROW=0.8522,TAKE=0.8482,EAT=0.8075,PICK=0.7891,HOLD=0.7828,WALK=0.7824,WASH=0.7799,GO=0.7775,PUT=0.7715,GIVE=0.7597,PLAY=0.7351,DROP=0.7122
164,spatial_sup,3_1b_task2 12940-13390,TAKE,TAKE=0.4655,GET=0.3775,WASH=0.3450,HOLD=0.3053,GO=0.2632,OPEN=0.1729,GIVE=0.0309,PICK=-0.0425,THROW=-0.1310,DROP=-0.1802,PLAY=-0.1987,EAT=-0.3037,PUT=-0.3430,WALK=-0.3603
169,spatial_with_names_unsup,3_1b_task2 13390-13840,PLAY,PLAY=0.8827,DROP=0.8588,GO=0.8549,WALK=0.8381,PICK=0.8347,GET=0.8306,EAT=0.8278,THROW=0.8252,HOLD=0.8142,OPEN=0.8105,PUT=0.8092,TAKE=0.8017,WASH=0.7908,GIVE=0.6375
174,rand,3_1b_task2 13390-13840,PICK,,,,,,,,,,,,,,
172,spatial_with_names_sup,3_1b_task2 13390-13840,EAT,EAT=0.4841,GO=0.3840,WALK=0.2999,HOLD=0.2558,PICK=0.1643,THROW=0.0436,TAKE=0.0326,WASH=0.0012,OPEN=-0.0143,DROP=-0.0971,PLAY=-0.2612,GET=-0.4432,PUT=-0.5008,GIVE=-0.6351
171,spatial_sup,3_1b_task2 13390-13840,GO,GO=0.5169,WALK=0.3090,HOLD=0.3042,OPEN=0.1775,EAT=0.1769,THROW=0.0760,PICK=0.0665,DROP=-0.0590,GET=-0.0739,WASH=-0.1788,TAKE=-0.2230,PLAY=-0.2970,PUT=-0.3226,GIVE=-0.5584
168,spatial_unsup,3_1b_task2 13390-13840,PLAY,PLAY=0.8827,DROP=0.8588,GO=0.8549,WALK=0.8381,PICK=0.8347,GET=0.8306,EAT=0.8278,THROW=0.8252,HOLD=0.8142,OPEN=0.8105,PUT=0.8092,TAKE=0.8017,WASH=0.7908,GIVE=0.6375
173,cnn_sup,3_1b_task2 13390-13840,PUT,PUT=0.5075,WALK=0.4333,HOLD=0.2633,EAT=0.1589,GIVE=0.1167,DROP=0.0676,TAKE=-0.0371,OPEN=-0.0419,WASH=-0.0449,PLAY=-0.1425,GO=-0.1490,PICK=-0.2248,GET=-0.3802,THROW=-0.6568
170,cnn_unsup,3_1b_task2 13390-13840,HOLD,HOLD=0.9961,DROP=0.9950,EAT=0.9935,TAKE=0.9931,GIVE=0.9930,GO=0.9929,PICK=0.9920,PUT=0.9919,OPEN=0.9917,THROW=0.9905,PLAY=0.9887,GET=0.9840,WASH=0.9839,WALK=0.9797
177,cnn_unsup,3_1b_task2 13840-14290,HOLD,HOLD=0.9964,DROP=0.9958,EAT=0.9947,GO=0.9944,GIVE=0.9944,TAKE=0.9943,PUT=0.9936,PICK=0.9933,THROW=0.9926,OPEN=0.9920,PLAY=0.9911,GET=0.9866,WASH=0.9858,WALK=0.9821
181,rand,3_1b_task2 13840-14290,PICK,,,,,,,,,,,,,,
178,spatial_sup,3_1b_task2 13840-14290,EAT,EAT=0.6745,PUT=0.5476,GIVE=0.4051,OPEN=0.2647,HOLD=0.1872,DROP=0.1116,GO=-0.0078,PICK=-0.1583,GET=-0.1719,PLAY=-0.2574,WALK=-0.3174,TAKE=-0.3411,THROW=-0.4074,WASH=-0.4335
176,spatial_with_names_unsup,3_1b_task2 13840-14290,PUT,PUT=0.9100,GIVE=0.8987,EAT=0.8967,TAKE=0.8895,PICK=0.8888,GET=0.8865,PLAY=0.8831,WASH=0.8786,GO=0.8776,OPEN=0.8749,HOLD=0.8572,THROW=0.8554,DROP=0.8511,WALK=0.8337
175,spatial_unsup,3_1b_task2 13840-14290,PUT,PUT=0.9100,GIVE=0.8987,EAT=0.8967,TAKE=0.8895,PICK=0.8888,GET=0.8865,PLAY=0.8831,WASH=0.8786,GO=0.8776,OPEN=0.8749,HOLD=0.8572,THROW=0.8554,DROP=0.8511,WALK=0.8337
179,spatial_with_names_sup,3_1b_task2 13840-14290,EAT,EAT=0.4545,PUT=0.3781,DROP=0.3481,TAKE=0.2623,HOLD=0.1676,GIVE=0.1634,THROW=0.1016,GO=0.0044,OPEN=0.0008,GET=-0.0672,WALK=-0.2977,PLAY=-0.3386,WASH=-0.4371,PICK=-0.6652
180,cnn_sup,3_1b_task2 13840-14290,HOLD,HOLD=0.5141,GO=0.4437,WASH=0.3442,EAT=0.3029,PLAY=0.2798,WALK=0.1320,DROP=0.0899,GET=0.0552,GIVE=0.0288,OPEN=-0.0379,THROW=-0.2512,PICK=-0.3244,PUT=-0.4222,TAKE=-0.5189
183,spatial_with_names_unsup,3_1b_task2 14290-14740,PLAY,PLAY=0.9941,DROP=0.9939,GO=0.9909,PICK=0.9862,PUT=0.9821,WALK=0.9812,HOLD=0.9789,EAT=0.9781,WASH=0.9732,THROW=0.9662,GET=0.9635,TAKE=0.9625,OPEN=0.9315,GIVE=0.9003
182,spatial_unsup,3_1b_task2 14290-14740,PLAY,PLAY=0.9941,DROP=0.9939,GO=0.9909,PICK=0.9862,PUT=0.9821,WALK=0.9813,HOLD=0.9789,EAT=0.9781,WASH=0.9732,THROW=0.9662,GET=0.9635,TAKE=0.9625,OPEN=0.9315,GIVE=0.9003
185,spatial_sup,3_1b_task2 14290-14740,HOLD,HOLD=0.5391,GO=0.4421,EAT=0.3110,WASH=0.2582,PUT=0.2042,DROP=0.1887,GIVE=0.0521,WALK=0.0259,TAKE=-0.0694,OPEN=-0.0764,GET=-0.3361,PICK=-0.3494,PLAY=-0.4126,THROW=-0.6507
184,cnn_unsup,3_1b_task2 14290-14740,EAT,EAT=0.9927,PUT=0.9916,HOLD=0.9916,DROP=0.9915,TAKE=0.9914,GO=0.9910,THROW=0.9908,PICK=0.9903,GIVE=0.9889,PLAY=0.9883,OPEN=0.9868,WASH=0.9853,GET=0.9844,WALK=0.9797
188,rand,3_1b_task2 14290-14740,PUT,,,,,,,,,,,,,,
187,cnn_sup,3_1b_task2 14290-14740,GO,GO=0.4596,PICK=0.4433,OPEN=0.3073,EAT=0.2223,HOLD=0.1273,GIVE=0.0795,TAKE=0.0488,DROP=-0.0456,THROW=-0.1240,WALK=-0.2157,PLAY=-0.2641,GET=-0.2916,WASH=-0.3490,PUT=-0.7461
186,spatial_with_names_sup,3_1b_task2 14290-14740,EAT,EAT=0.8739,GO=0.3014,WASH=0.1742,HOLD=0.0414,PUT=0.0036,OPEN=-0.0487,GIVE=-0.1171,WALK=-0.1404,THROW=-0.2177,TAKE=-0.2314,GET=-0.2342,PLAY=-0.2822,DROP=-0.3004,PICK=-0.4225
190,spatial_with_names_unsup,3_1b_task2 14740-15190,PLAY,PLAY=0.9241,DROP=0.8968,GO=0.8811,PICK=0.8718,PUT=0.8707,EAT=0.8697,WALK=0.8563,HOLD=0.8491,WASH=0.8441,GET=0.8293,TAKE=0.8259,THROW=0.8148,OPEN=0.8079,GIVE=0.7536
194,cnn_sup,3_1b_task2 14740-15190,EAT,EAT=0.6742,WALK=0.3640,TAKE=0.2757,PICK=0.1839,DROP=0.1291,GO=0.0853,OPEN=0.0006,HOLD=0.0006,GIVE=-0.2625,WASH=-0.2652,THROW=-0.3590,PLAY=-0.3906,PUT=-0.4415,GET=-0.4970
191,cnn_unsup,3_1b_task2 14740-15190,GIVE,GIVE=0.9902,HOLD=0.9902,EAT=0.9896,DROP=0.9894,THROW=0.9890,PUT=0.9888,TAKE=0.9885,GO=0.9882,PICK=0.9877,OPEN=0.9852,PLAY=0.9848,WASH=0.9813,GET=0.9804,WALK=0.9757
192,spatial_sup,3_1b_task2 14740-15190,WALK,WALK=0.4553,EAT=0.4504,PLAY=0.2113,HOLD=0.1472,PICK=0.1198,WASH=0.1165,DROP=0.0854,OPEN=0.0714,GO=0.0254,PUT=-0.0640,GET=-0.1988,TAKE=-0.3084,GIVE=-0.3332,THROW=-0.7192
195,rand,3_1b_task2 14740-15190,DROP,,,,,,,,,,,,,,
189,spatial_unsup,3_1b_task2 14740-15190,PLAY,PLAY=0.9241,DROP=0.8968,GO=0.8811,PICK=0.8718,PUT=0.8707,EAT=0.8697,WALK=0.8563,HOLD=0.8491,WASH=0.8441,GET=0.8293,TAKE=0.8259,THROW=0.8148,OPEN=0.8079,GIVE=0.7536
193,spatial_with_names_sup,3_1b_task2 14740-15190,GET,GET=0.5466,WALK=0.4971,WASH=0.4478,PUT=0.1446,PLAY=0.0250,PICK=-0.0444,HOLD=-0.0487,EAT=-0.0521,OPEN=-0.0933,GO=-0.1054,DROP=-0.1522,GIVE=-0.2606,TAKE=-0.5037,THROW=-0.5890
202,rand,3_1b_task2 15190-15640,OPEN,,,,,,,,,,,,,,
198,cnn_unsup,3_1b_task2 15190-15640,GIVE,GIVE=0.9949,HOLD=0.9943,DROP=0.9938,GO=0.9917,EAT=0.9914,TAKE=0.9914,OPEN=0.9913,PUT=0.9907,PICK=0.9907,THROW=0.9906,PLAY=0.9882,GET=0.9827,WASH=0.9817,WALK=0.9776
196,spatial_unsup,3_1b_task2 15190-15640,GIVE,GIVE=0.9683,WASH=0.9042,PUT=0.9021,TAKE=0.8901,PICK=0.8799,THROW=0.8798,HOLD=0.8788,GET=0.8727,EAT=0.8706,GO=0.8670,DROP=0.8479,WALK=0.8420,OPEN=0.8394,PLAY=0.8212
197,spatial_with_names_unsup,3_1b_task2 15190-15640,GIVE,GIVE=0.9683,WASH=0.9042,PUT=0.9021,TAKE=0.8901,PICK=0.8799,THROW=0.8798,HOLD=0.8788,GET=0.8727,EAT=0.8706,GO=0.8670,DROP=0.8479,WALK=0.8420,OPEN=0.8394,PLAY=0.8212
